"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2015-07-09 17:20:32 +02:00"

Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2014,Belgium,Spain,Asylum-seekers,
2014,Belgium,Ethiopia,Asylum-seekers,72
2014,Belgium,France,Asylum-seekers,*
2014,Belgium,Gabon,Asylum-seekers,*
2014,Belgium,"United Kingdom",Asylum-seekers,*
2014,Belgium,Georgia,Asylum-seekers,141
2014,Belgium,Ghana,Asylum-seekers,13
2014,Belgium,Guinea,Asylum-seekers,737
2014,Belgium,Gambia,Asylum-seekers,23
2014,Belgium,Guinea-Bissau,Asylum-seekers,6
2014,Belgium,"Equatorial Guinea",Asylum-seekers,*
2014,Belgium,Greece,Asylum-seekers,
2014,Belgium,Guatemala,Asylum-seekers,*
2014,Belgium,Guyana,Asylum-seekers,*
2014,Belgium,Honduras,Asylum-seekers,*
2014,Belgium,Croatia,Asylum-seekers,*
2014,Belgium,Haiti,Asylum-seekers,8
2014,Belgium,Hungary,Asylum-seekers,*
2014,Belgium,India,Asylum-seekers,12
2014,Belgium,"Iran (Islamic Rep. of)",Asylum-seekers,266
2014,Belgium,Iraq,Asylum-seekers,490
2014,Belgium,Israel,Asylum-seekers,5
2014,Belgium,Italy,Asylum-seekers,*
2014,Belgium,Jamaica,Asylum-seekers,*
2014,Belgium,Jordan,Asylum-seekers,19
2014,Belgium,Kazakhstan,Asylum-seekers,16
2014,Belgium,Kenya,Asylum-seekers,19
2014,Belgium,Kyrgyzstan,Asylum-seekers,13
2014,Belgium,Cambodia,Asylum-seekers,
2014,Belgium,Kuwait,Asylum-seekers,
2014,Belgium,"Lao People's Dem. Rep.",Asylum-seekers,*
2014,Belgium,Lebanon,Asylum-seekers,107
2014,Belgium,Liberia,Asylum-seekers,13
2014,Belgium,Libya,Asylum-seekers,34
2014,Belgium,"Sri Lanka",Asylum-seekers,76
2014,Belgium,Lesotho,Asylum-seekers,*
2014,Belgium,Lithuania,Asylum-seekers,*
2014,Belgium,Latvia,Asylum-seekers,*
2014,Belgium,Morocco,Asylum-seekers,60
2014,Belgium,"Rep. of Moldova",Asylum-seekers,*
2014,Belgium,Madagascar,Asylum-seekers,*
2014,Belgium,Mexico,Asylum-seekers,*
2014,Belgium,"The former Yugoslav Republic of Macedonia",Asylum-seekers,89
2014,Belgium,Mali,Asylum-seekers,64
2014,Belgium,Myanmar,Asylum-seekers,18
2014,Belgium,Montenegro,Asylum-seekers,*
2014,Belgium,Mongolia,Asylum-seekers,8
2014,Belgium,Mauritania,Asylum-seekers,84
2014,Belgium,Mauritius,Asylum-seekers,*
2014,Belgium,Malawi,Asylum-seekers,*
2014,Belgium,Malaysia,Asylum-seekers,
2014,Belgium,Namibia,Asylum-seekers,*
2014,Belgium,Niger,Asylum-seekers,68
2014,Belgium,Nigeria,Asylum-seekers,46
2014,Belgium,Netherlands,Asylum-seekers,*
2014,Belgium,Nepal,Asylum-seekers,15
2014,Belgium,Pakistan,Asylum-seekers,154
2014,Belgium,Peru,Asylum-seekers,
2014,Belgium,Philippines,Asylum-seekers,*
2014,Belgium,Poland,Asylum-seekers,*
2014,Belgium,"Dem. People's Rep. of Korea",Asylum-seekers,*
2014,Belgium,Portugal,Asylum-seekers,*
2014,Belgium,Palestinian,Asylum-seekers,25
2014,Belgium,Romania,Asylum-seekers,*
2014,Belgium,"Russian Federation",Asylum-seekers,649
2014,Belgium,Rwanda,Asylum-seekers,333
2014,Belgium,"Saudi Arabia",Asylum-seekers,*
2014,Belgium,Sudan,Asylum-seekers,121
2014,Belgium,Senegal,Asylum-seekers,252
2014,Belgium,"Sierra Leone",Asylum-seekers,23
2014,Belgium,"El Salvador",Asylum-seekers,48
2014,Belgium,Somalia,Asylum-seekers,282
2014,Belgium,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,258
2014,Belgium,"South Sudan",Asylum-seekers,*
2014,Belgium,"Sao Tome and Principe",Asylum-seekers,*
2014,Belgium,Suriname,Asylum-seekers,*
2014,Belgium,Slovakia,Asylum-seekers,*
2014,Belgium,"Syrian Arab Rep.",Asylum-seekers,733
2014,Belgium,Chad,Asylum-seekers,6
2014,Belgium,Togo,Asylum-seekers,107
2014,Belgium,Thailand,Asylum-seekers,*
2014,Belgium,Tajikistan,Asylum-seekers,8
2014,Belgium,Turkmenistan,Asylum-seekers,*
2014,Belgium,Tunisia,Asylum-seekers,22
2014,Belgium,Turkey,Asylum-seekers,228
2014,Belgium,"United Rep. of Tanzania",Asylum-seekers,22
2014,Belgium,Uganda,Asylum-seekers,13
2014,Belgium,Ukraine,Asylum-seekers,269
2014,Belgium,"United States of America",Asylum-seekers,*
2014,Belgium,Uzbekistan,Asylum-seekers,15
2014,Belgium,"Venezuela (Bolivarian Republic of)",Asylum-seekers,9
2014,Belgium,"Viet Nam",Asylum-seekers,*
2014,Belgium,Stateless,Asylum-seekers,27
2014,Belgium,Various/Unknown,Asylum-seekers,677
2014,Belgium,Yemen,Asylum-seekers,19
2014,Belgium,"South Africa",Asylum-seekers,*
2014,Belgium,Zambia,Asylum-seekers,*
2014,Belgium,Zimbabwe,Asylum-seekers,*
2014,Benin,"Central African Rep.",Asylum-seekers,58
2014,Benin,"Côte d'Ivoire",Asylum-seekers,*
2014,Benin,"Dem. Rep. of the Congo",Asylum-seekers,*
2014,Benin,Eritrea,Asylum-seekers,
2014,Benin,Iraq,Asylum-seekers,
2014,Benin,"Sri Lanka",Asylum-seekers,*
2014,Benin,Mali,Asylum-seekers,*
2014,Benin,Pakistan,Asylum-seekers,
2014,Benin,Sudan,Asylum-seekers,
2014,Benin,Somalia,Asylum-seekers,
2014,Benin,Chad,Asylum-seekers,*
2014,"Burkina Faso",Angola,Asylum-seekers,*
2014,"Burkina Faso",Burundi,Asylum-seekers,*
2014,"Burkina Faso","Central African Rep.",Asylum-seekers,173
2014,"Burkina Faso","Côte d'Ivoire",Asylum-seekers,7
2014,"Burkina Faso",Cameroon,Asylum-seekers,*
2014,"Burkina Faso","Dem. Rep. of the Congo",Asylum-seekers,*
2014,"Burkina Faso",Congo,Asylum-seekers,*
2014,"Burkina Faso",Algeria,Asylum-seekers,*
2014,"Burkina Faso",Eritrea,Asylum-seekers,*
2014,"Burkina Faso",Guinea,Asylum-seekers,*
2014,"Burkina Faso",Gambia,Asylum-seekers,*
2014,"Burkina Faso",Guinea-Bissau,Asylum-seekers,*
2014,"Burkina Faso",Liberia,Asylum-seekers,*
2014,"Burkina Faso",Libya,Asylum-seekers,*
2014,"Burkina Faso","Sri Lanka",Asylum-seekers,*
2014,"Burkina Faso",Mali,Asylum-seekers,*
2014,"Burkina Faso",Niger,Asylum-seekers,*
2014,"Burkina Faso",Nigeria,Asylum-seekers,*
2014,"Burkina Faso",Pakistan,Asylum-seekers,*
2014,"Burkina Faso",Rwanda,Asylum-seekers,*
2014,"Burkina Faso",Sudan,Asylum-seekers,*
2014,"Burkina Faso",Senegal,Asylum-seekers,*
2014,"Burkina Faso",Chad,Asylum-seekers,11
2014,"Burkina Faso",Togo,Asylum-seekers,5
2014,"Burkina Faso",Tibetan,Asylum-seekers,*
2014,Bangladesh,"Côte d'Ivoire",Asylum-seekers,*
2014,Bangladesh,Iraq,Asylum-seekers,
2014,Bangladesh,Myanmar,Asylum-seekers,9
2014,Bangladesh,Palestinian,Asylum-seekers,
2014,Bangladesh,Sudan,Asylum-seekers,
2014,Bangladesh,Somalia,Asylum-seekers,*
2014,Bulgaria,Afghanistan,Asylum-seekers,2633
2014,Bulgaria,Albania,Asylum-seekers,*
2014,Bulgaria,"United Arab Emirates",Asylum-seekers,
2014,Bulgaria,Armenia,Asylum-seekers,20
2014,Bulgaria,Australia,Asylum-seekers,*
2014,Bulgaria,Azerbaijan,Asylum-seekers,5
2014,Bulgaria,Burundi,Asylum-seekers,
2014,Bulgaria,Benin,Asylum-seekers,*
2014,Bulgaria,"Burkina Faso",Asylum-seekers,*
2014,Bulgaria,Bangladesh,Asylum-seekers,9
2014,Bulgaria,Bulgaria,Asylum-seekers,
2014,Bulgaria,"Bosnia and Herzegovina",Asylum-seekers,*
2014,Bulgaria,Belarus,Asylum-seekers,
2014,Bulgaria,"Central African Rep.",Asylum-seekers,*
2014,Bulgaria,"Côte d'Ivoire",Asylum-seekers,54
2014,Bulgaria,Cameroon,Asylum-seekers,34
2014,Bulgaria,"Dem. Rep. of the Congo",Asylum-seekers,12
2014,Bulgaria,Congo,Asylum-seekers,11
2014,Bulgaria,Comoros,Asylum-seekers,*
2014,Bulgaria,Cuba,Asylum-seekers,*
2014,Bulgaria,"Dominican Rep.",Asylum-seekers,*
2014,Bulgaria,Algeria,Asylum-seekers,100
2014,Bulgaria,Egypt,Asylum-seekers,5
2014,Bulgaria,Eritrea,Asylum-seekers,16
2014,Bulgaria,"Western Sahara",Asylum-seekers,*
2014,Bulgaria,Ethiopia,Asylum-seekers,*
2014,Bulgaria,Gabon,Asylum-seekers,*
2014,Bulgaria,Georgia,Asylum-seekers,*
2014,Bulgaria,Ghana,Asylum-seekers,52
2014,Bulgaria,Guinea,Asylum-seekers,5
2014,Bulgaria,Gambia,Asylum-seekers,13
2014,Bulgaria,India,Asylum-seekers,*
2014,Bulgaria,"Iran (Islamic Rep. of)",Asylum-seekers,126
2014,Bulgaria,Iraq,Asylum-seekers,567
2014,Bulgaria,Israel,Asylum-seekers,*
2014,Bulgaria,Jordan,Asylum-seekers,*
2014,Bulgaria,Kyrgyzstan,Asylum-seekers,*
2014,Bulgaria,Kuwait,Asylum-seekers,*
2014,Bulgaria,Lebanon,Asylum-seekers,16
2014,Bulgaria,Liberia,Asylum-seekers,6
2014,Bulgaria,Libya,Asylum-seekers,*
2014,Bulgaria,"Sri Lanka",Asylum-seekers,*
2014,Bulgaria,Morocco,Asylum-seekers,26
2014,Bulgaria,"Rep. of Moldova",Asylum-seekers,*
2014,Bulgaria,"The former Yugoslav Republic of Macedonia",Asylum-seekers,*
2014,Bulgaria,Mali,Asylum-seekers,68
2014,Bulgaria,Myanmar,Asylum-seekers,9
2014,Bulgaria,Mongolia,Asylum-seekers,*
2014,Bulgaria,Mauritania,Asylum-seekers,*
2014,Bulgaria,Niger,Asylum-seekers,*
2014,Bulgaria,Nigeria,Asylum-seekers,12
2014,Bulgaria,Nepal,Asylum-seekers,*
2014,Bulgaria,Pakistan,Asylum-seekers,161
2014,Bulgaria,Philippines,Asylum-seekers,*
2014,Bulgaria,Palestinian,Asylum-seekers,*
2014,Bulgaria,"Russian Federation",Asylum-seekers,5
2014,Bulgaria,Rwanda,Asylum-seekers,19
2014,Bulgaria,Sudan,Asylum-seekers,25
2014,Bulgaria,Senegal,Asylum-seekers,8
2014,Bulgaria,Singapore,Asylum-seekers,*
2014,Bulgaria,"Sierra Leone",Asylum-seekers,7
2014,Bulgaria,Somalia,Asylum-seekers,31
2014,Bulgaria,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,*
2014,Bulgaria,"South Sudan",Asylum-seekers,*
2014,Bulgaria,"Syrian Arab Rep.",Asylum-seekers,2510
2014,Bulgaria,Chad,Asylum-seekers,*
2014,Bulgaria,Togo,Asylum-seekers,*
2014,Bulgaria,Turkmenistan,Asylum-seekers,*
2014,Bulgaria,Tunisia,Asylum-seekers,6
2014,Bulgaria,Turkey,Asylum-seekers,6
2014,Bulgaria,"United Rep. of Tanzania",Asylum-seekers,*
2014,Bulgaria,Uganda,Asylum-seekers,*
2014,Bulgaria,Ukraine,Asylum-seekers,36
2014,Bulgaria,Uzbekistan,Asylum-seekers,*
2014,Bulgaria,"Viet Nam",Asylum-seekers,*
2014,Bulgaria,Stateless,Asylum-seekers,92
2014,Bulgaria,Yemen,Asylum-seekers,*
2014,Bulgaria,"South Africa",Asylum-seekers,*
2014,Bulgaria,Zambia,Asylum-seekers,*
2014,Bulgaria,Zimbabwe,Asylum-seekers,
2014,Bahrain,Egypt,Asylum-seekers,*
2014,Bahrain,Iraq,Asylum-seekers,39
2014,Bahrain,Pakistan,Asylum-seekers,*
2014,Bahrain,Yemen,Asylum-seekers,*
2014,Bahamas,China,Asylum-seekers,*
2014,Bahamas,Cuba,Asylum-seekers,9
2014,Bahamas,Haiti,Asylum-seekers,*
2014,Bahamas,Nigeria,Asylum-seekers,
2014,"Bosnia and Herzegovina",Afghanistan,Asylum-seekers,7
2014,"Bosnia and Herzegovina",Armenia,Asylum-seekers,*
2014,"Bosnia and Herzegovina",Bangladesh,Asylum-seekers,*
2014,"Bosnia and Herzegovina","Bosnia and Herzegovina",Asylum-seekers,
2014,"Bosnia and Herzegovina","Central African Rep.",Asylum-seekers,*
2014,"Bosnia and Herzegovina",Cameroon,Asylum-seekers,*
2014,"Bosnia and Herzegovina","Dem. Rep. of the Congo",Asylum-seekers,*
2014,"Bosnia and Herzegovina",Algeria,Asylum-seekers,*
2014,"Bosnia and Herzegovina",Egypt,Asylum-seekers,*
2014,"Bosnia and Herzegovina",Ethiopia,Asylum-seekers,*
2014,"Bosnia and Herzegovina",Croatia,Asylum-seekers,
2014,"Bosnia and Herzegovina","Iran (Islamic Rep. of)",Asylum-seekers,*
2014,"Bosnia and Herzegovina",Iraq,Asylum-seekers,*
2014,"Bosnia and Herzegovina","Sri Lanka",Asylum-seekers,*
2014,"Bosnia and Herzegovina",Morocco,Asylum-seekers,*
2014,"Bosnia and Herzegovina","Rep. of Moldova",Asylum-seekers,
2014,"Bosnia and Herzegovina","The former Yugoslav Republic of Macedonia",Asylum-seekers,
2014,"Bosnia and Herzegovina",Myanmar,Asylum-seekers,
2014,"Bosnia and Herzegovina",Montenegro,Asylum-seekers,*
2014,"Bosnia and Herzegovina",Pakistan,Asylum-seekers,*
2014,"Bosnia and Herzegovina",Palestinian,Asylum-seekers,*
2014,"Bosnia and Herzegovina","Saudi Arabia",Asylum-seekers,
2014,"Bosnia and Herzegovina",Sudan,Asylum-seekers,*
2014,"Bosnia and Herzegovina",Somalia,Asylum-seekers,*
2014,"Bosnia and Herzegovina","Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,*
2014,"Bosnia and Herzegovina","Syrian Arab Rep.",Asylum-seekers,*
2014,"Bosnia and Herzegovina",Ukraine,Asylum-seekers,*
2014,"Bosnia and Herzegovina","United States of America",Asylum-seekers,*
2014,Belarus,Afghanistan,Asylum-seekers,20
2014,Belarus,Armenia,Asylum-seekers,
2014,Belarus,Azerbaijan,Asylum-seekers,*
2014,Belarus,Bangladesh,Asylum-seekers,*
2014,Belarus,Belarus,Asylum-seekers,
2014,Belarus,"Dem. Rep. of the Congo",Asylum-seekers,*
2014,Belarus,Congo,Asylum-seekers,*
2014,Belarus,Algeria,Asylum-seekers,*
2014,Belarus,Egypt,Asylum-seekers,*
2014,Belarus,Ethiopia,Asylum-seekers,
2014,Belarus,Georgia,Asylum-seekers,*
2014,Belarus,Ghana,Asylum-seekers,*
2014,Belarus,Guinea,Asylum-seekers,*
2014,Belarus,Gambia,Asylum-seekers,*
2014,Belarus,"Iran (Islamic Rep. of)",Asylum-seekers,*
2014,Belarus,Iraq,Asylum-seekers,*
2014,Belarus,Lebanon,Asylum-seekers,*
2014,Belarus,Liberia,Asylum-seekers,
2014,Belarus,Libya,Asylum-seekers,8
2014,Belarus,"Sri Lanka",Asylum-seekers,*
2014,Belarus,Lithuania,Asylum-seekers,*
2014,Belarus,Morocco,Asylum-seekers,*
2014,Belarus,Pakistan,Asylum-seekers,*
2014,Belarus,"Dem. People's Rep. of Korea",Asylum-seekers,*
2014,Belarus,Palestinian,Asylum-seekers,*
2014,Belarus,"Russian Federation",Asylum-seekers,6
2014,Belarus,Rwanda,Asylum-seekers,
2014,Belarus,Somalia,Asylum-seekers,*
2014,Belarus,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,*
2014,Belarus,"Syrian Arab Rep.",Asylum-seekers,48
2014,Belarus,Tajikistan,Asylum-seekers,
2014,Belarus,Ukraine,Asylum-seekers,167
2014,Belize,Guatemala,Asylum-seekers,12
2014,Belize,Honduras,Asylum-seekers,*
2014,Belize,Nepal,Asylum-seekers,*
2014,Belize,"Russian Federation",Asylum-seekers,*
2014,Belize,"El Salvador",Asylum-seekers,102
2014,"Bolivia (Plurinational State of)",Angola,Asylum-seekers,
2014,"Bolivia (Plurinational State of)",Argentina,Asylum-seekers,*
2014,"Bolivia (Plurinational State of)",Brazil,Asylum-seekers,*
2014,"Bolivia (Plurinational State of)",Chile,Asylum-seekers,*
2014,"Bolivia (Plurinational State of)","Côte d'Ivoire",Asylum-seekers,
2014,"Bolivia (Plurinational State of)",Cameroon,Asylum-seekers,
2014,"Bolivia (Plurinational State of)",Congo,Asylum-seekers,
2014,"Bolivia (Plurinational State of)",Colombia,Asylum-seekers,*
2014,"Bolivia (Plurinational State of)",Cuba,Asylum-seekers,
2014,"Bolivia (Plurinational State of)",Ecuador,Asylum-seekers,*
2014,"Bolivia (Plurinational State of)",Egypt,Asylum-seekers,*
2014,"Bolivia (Plurinational State of)",Ethiopia,Asylum-seekers,
2014,"Bolivia (Plurinational State of)","United Kingdom",Asylum-seekers,*
2014,"Bolivia (Plurinational State of)",Ghana,Asylum-seekers,*
2014,"Bolivia (Plurinational State of)",Honduras,Asylum-seekers,
2014,"Bolivia (Plurinational State of)",Iraq,Asylum-seekers,
2014,"Bolivia (Plurinational State of)",Israel,Asylum-seekers,
2014,"Bolivia (Plurinational State of)",Kenya,Asylum-seekers,*
2014,"Bolivia (Plurinational State of)","Sri Lanka",Asylum-seekers,
2014,"Bolivia (Plurinational State of)",Mali,Asylum-seekers,*
2014,"Bolivia (Plurinational State of)",Nigeria,Asylum-seekers,6
2014,"Bolivia (Plurinational State of)",Pakistan,Asylum-seekers,*
2014,"Bolivia (Plurinational State of)",Peru,Asylum-seekers,*
2014,"Bolivia (Plurinational State of)",Portugal,Asylum-seekers,*
2014,"Bolivia (Plurinational State of)","Russian Federation",Asylum-seekers,
2014,"Bolivia (Plurinational State of)","Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,
2014,"Bolivia (Plurinational State of)","Syrian Arab Rep.",Asylum-seekers,*
2014,"Bolivia (Plurinational State of)",Chad,Asylum-seekers,*
2014,"Bolivia (Plurinational State of)",Ukraine,Asylum-seekers,*
2014,"Bolivia (Plurinational State of)","Venezuela (Bolivarian Republic of)",Asylum-seekers,
2014,Brazil,Afghanistan,Asylum-seekers,18
2014,Brazil,Angola,Asylum-seekers,113
2014,Brazil,Argentina,Asylum-seekers,*
2014,Brazil,Armenia,Asylum-seekers,*
2014,Brazil,Burundi,Asylum-seekers,5
2014,Brazil,Benin,Asylum-seekers,42
2014,Brazil,"Burkina Faso",Asylum-seekers,59
2014,Brazil,Bangladesh,Asylum-seekers,1947
2014,Brazil,"Bosnia and Herzegovina",Asylum-seekers,
2014,Brazil,"Bolivia (Plurinational State of)",Asylum-seekers,8
2014,Brazil,Brazil,Asylum-seekers,
2014,Brazil,Bhutan,Asylum-seekers,20
2014,Brazil,"Central African Rep.",Asylum-seekers,*
2014,Brazil,Canada,Asylum-seekers,*
2014,Brazil,Chile,Asylum-seekers,
2014,Brazil,China,Asylum-seekers,27
2014,Brazil,"Côte d'Ivoire",Asylum-seekers,38
2014,Brazil,Cameroon,Asylum-seekers,59
2014,Brazil,"Dem. Rep. of the Congo",Asylum-seekers,448
2014,Brazil,Congo,Asylum-seekers,*
2014,Brazil,Colombia,Asylum-seekers,171
2014,Brazil,"Cabo Verde",Asylum-seekers,23
2014,Brazil,"Costa Rica",Asylum-seekers,*
2014,Brazil,Cuba,Asylum-seekers,232
2014,Brazil,"Czech Rep.",Asylum-seekers,*
2014,Brazil,Germany,Asylum-seekers,*
2014,Brazil,"Dominican Rep.",Asylum-seekers,379
2014,Brazil,Algeria,Asylum-seekers,*
2014,Brazil,Ecuador,Asylum-seekers,16
2014,Brazil,Egypt,Asylum-seekers,62
2014,Brazil,Eritrea,Asylum-seekers,10
2014,Brazil,"Western Sahara",Asylum-seekers,*
2014,Brazil,Spain,Asylum-seekers,8
2014,Brazil,Ethiopia,Asylum-seekers,5
2014,Brazil,France,Asylum-seekers,*
2014,Brazil,Georgia,Asylum-seekers,*
2014,Brazil,Ghana,Asylum-seekers,1168
2014,Brazil,Guinea,Asylum-seekers,125
2014,Brazil,Gambia,Asylum-seekers,55
2014,Brazil,Guinea-Bissau,Asylum-seekers,416
2014,Brazil,"Equatorial Guinea",Asylum-seekers,*
2014,Brazil,Greece,Asylum-seekers,*
2014,Brazil,Guatemala,Asylum-seekers,*
2014,Brazil,Guyana,Asylum-seekers,*
2014,Brazil,Honduras,Asylum-seekers,*
2014,Brazil,Croatia,Asylum-seekers,
2014,Brazil,Haiti,Asylum-seekers,
2014,Brazil,Haiti,Asylum-seekers,
2014,Brazil,Hungary,Asylum-seekers,
2014,Brazil,India,Asylum-seekers,39
2014,Brazil,"Iran (Islamic Rep. of)",Asylum-seekers,38
2014,Brazil,Iraq,Asylum-seekers,55
2014,Brazil,Israel,Asylum-seekers,*
2014,Brazil,Italy,Asylum-seekers,*
2014,Brazil,Jamaica,Asylum-seekers,*
2014,Brazil,Jordan,Asylum-seekers,12
2014,Brazil,Kenya,Asylum-seekers,20
2014,Brazil,"Rep. of Korea",Asylum-seekers,*
2014,Brazil,Kuwait,Asylum-seekers,*
2014,Brazil,Lebanon,Asylum-seekers,481
2014,Brazil,Liberia,Asylum-seekers,5
2014,Brazil,Libya,Asylum-seekers,7
2014,Brazil,"Sri Lanka",Asylum-seekers,8
2014,Brazil,Lithuania,Asylum-seekers,*
2014,Brazil,Morocco,Asylum-seekers,21
2014,Brazil,Mexico,Asylum-seekers,*
2014,Brazil,"The former Yugoslav Republic of Macedonia",Asylum-seekers,*
2014,Brazil,Mali,Asylum-seekers,122
2014,Brazil,Myanmar,Asylum-seekers,*
2014,Brazil,Mozambique,Asylum-seekers,13
2014,Brazil,Mauritania,Asylum-seekers,*
2014,Brazil,Malaysia,Asylum-seekers,*
2014,Brazil,Namibia,Asylum-seekers,5
2014,Brazil,Nigeria,Asylum-seekers,1232
2014,Brazil,Nicaragua,Asylum-seekers,*
2014,Brazil,Nepal,Asylum-seekers,45
2014,Brazil,Pakistan,Asylum-seekers,463
2014,Brazil,Panama,Asylum-seekers,*
2014,Brazil,Peru,Asylum-seekers,17
2014,Brazil,Philippines,Asylum-seekers,*
2014,Brazil,Poland,Asylum-seekers,
2014,Brazil,Portugal,Asylum-seekers,*
2014,Brazil,Paraguay,Asylum-seekers,*
2014,Brazil,Palestinian,Asylum-seekers,95
2014,Brazil,Romania,Asylum-seekers,*
2014,Brazil,"Russian Federation",Asylum-seekers,6
2014,Brazil,Rwanda,Asylum-seekers,*
2014,Brazil,Sudan,Asylum-seekers,33
2014,Brazil,Senegal,Asylum-seekers,2247
2014,Brazil,"Sierra Leone",Asylum-seekers,84
2014,Brazil,"El Salvador",Asylum-seekers,7
2014,Brazil,Somalia,Asylum-seekers,205
2014,Brazil,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,
2014,Brazil,"Sao Tome and Principe",Asylum-seekers,*
2014,Brazil,Slovenia,Asylum-seekers,
2014,Brazil,Sweden,Asylum-seekers,*
2014,Brazil,Swaziland,Asylum-seekers,*
2014,Brazil,"Syrian Arab Rep.",Asylum-seekers,76
2014,Brazil,Chad,Asylum-seekers,
2014,Brazil,Togo,Asylum-seekers,51
2014,Brazil,Tibetan,Asylum-seekers,*
2014,Brazil,Tunisia,Asylum-seekers,12
2014,Brazil,Turkey,Asylum-seekers,14
2014,Brazil,"United Rep. of Tanzania",Asylum-seekers,22
2014,Brazil,Uganda,Asylum-seekers,*
2014,Brazil,Ukraine,Asylum-seekers,18
2014,Brazil,Uruguay,Asylum-seekers,*
2014,Brazil,"United States of America",Asylum-seekers,*
2014,Brazil,"Venezuela (Bolivarian Republic of)",Asylum-seekers,130
2014,Brazil,"Viet Nam",Asylum-seekers,
2014,Brazil,Stateless,Asylum-seekers,*
2014,Brazil,Yemen,Asylum-seekers,*
2014,Brazil,"South Africa",Asylum-seekers,93
2014,Brazil,Zambia,Asylum-seekers,*
2014,Brazil,Zimbabwe,Asylum-seekers,
2014,Barbados,"Syrian Arab Rep.",Asylum-seekers,
2014,"Brunei Darussalam","Brunei Darussalam",Asylum-seekers,
2014,Botswana,Burundi,Asylum-seekers,12
2014,Botswana,Cameroon,Asylum-seekers,
2014,Botswana,"Dem. Rep. of the Congo",Asylum-seekers,91
2014,Botswana,Algeria,Asylum-seekers,
2014,Botswana,Ethiopia,Asylum-seekers,*
2014,Botswana,Kenya,Asylum-seekers,*
2014,Botswana,Namibia,Asylum-seekers,7
2014,Botswana,Rwanda,Asylum-seekers,*
2014,Botswana,Sudan,Asylum-seekers,
2014,Botswana,"Sierra Leone",Asylum-seekers,
2014,Botswana,Somalia,Asylum-seekers,42
2014,Botswana,"South Sudan",Asylum-seekers,
2014,Botswana,Uganda,Asylum-seekers,*
2014,Botswana,Zimbabwe,Asylum-seekers,43
2014,"Central African Rep.",Angola,Asylum-seekers,
2014,"Central African Rep.",Burundi,Asylum-seekers,
2014,"Central African Rep.","Burkina Faso",Asylum-seekers,
2014,"Central African Rep.","Central African Rep.",Asylum-seekers,
2014,"Central African Rep.","Côte d'Ivoire",Asylum-seekers,*
2014,"Central African Rep.",Cameroon,Asylum-seekers,*
2014,"Central African Rep.","Dem. Rep. of the Congo",Asylum-seekers,334
2014,"Central African Rep.",Congo,Asylum-seekers,*
2014,"Central African Rep.",Liberia,Asylum-seekers,
2014,"Central African Rep.",Rwanda,Asylum-seekers,17
2014,"Central African Rep.",Sudan,Asylum-seekers,*
2014,"Central African Rep.","Syrian Arab Rep.",Asylum-seekers,8
2014,"Central African Rep.",Chad,Asylum-seekers,38
2014,"Central African Rep.",Togo,Asylum-seekers,6
2014,"Central African Rep.","United Rep. of Tanzania",Asylum-seekers,
2014,"Central African Rep.",Uganda,Asylum-seekers,
2014,Canada,Aruba,Asylum-seekers,*
2014,Canada,Afghanistan,Asylum-seekers,190
2014,Canada,Angola,Asylum-seekers,13
2014,Canada,Albania,Asylum-seekers,80
2014,Canada,"United Arab Emirates",Asylum-seekers,*
2014,Canada,Argentina,Asylum-seekers,*
2014,Canada,Armenia,Asylum-seekers,*
2014,Canada,"Antigua and Barbuda",Asylum-seekers,6
2014,Canada,Australia,Asylum-seekers,*
2014,Canada,Austria,Asylum-seekers,*
2014,Canada,Azerbaijan,Asylum-seekers,*
2014,Canada,Burundi,Asylum-seekers,49
2014,Canada,Belgium,Asylum-seekers,*
2014,Canada,Benin,Asylum-seekers,11
