Country / territory of asylum/residence,Origin,Population type,Value
Australia,Lithuania,Refugees (incl. refugee-like situations),
Australia,Latvia,Asylum-seekers,9
Australia,Latvia,Refugees (incl. refugee-like situations),6
Australia,"Macao SAR, China",Asylum-seekers,*
Australia,"Macao SAR, China",Refugees (incl. refugee-like situations),
Australia,Morocco,Asylum-seekers,*
Australia,Morocco,Refugees (incl. refugee-like situations),19
Australia,Rep. of Moldova,Asylum-seekers,*
Australia,Rep. of Moldova,Refugees (incl. refugee-like situations),
Australia,Maldives,Asylum-seekers,*
Australia,Maldives,Refugees (incl. refugee-like situations),7
Australia,Mexico,Asylum-seekers,5
Australia,Mexico,Refugees (incl. refugee-like situations),*
Australia,The former Yugoslav Republic of Macedonia,Asylum-seekers,5
Australia,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),*
Australia,Mali,Asylum-seekers,*
Australia,Mali,Refugees (incl. refugee-like situations),*
Australia,Malta,Asylum-seekers,*
Australia,Malta,Refugees (incl. refugee-like situations),*
Australia,Myanmar,Asylum-seekers,83
Australia,Myanmar,Refugees (incl. refugee-like situations),515
Australia,Mongolia,Asylum-seekers,59
Australia,Mongolia,Refugees (incl. refugee-like situations),50
Australia,Mozambique,Asylum-seekers,*
Australia,Mozambique,Refugees (incl. refugee-like situations),5
Australia,Mauritania,Asylum-seekers,*
Australia,Mauritania,Refugees (incl. refugee-like situations),
Australia,Mauritius,Asylum-seekers,32
Australia,Mauritius,Refugees (incl. refugee-like situations),*
Australia,Malawi,Asylum-seekers,5
Australia,Malawi,Refugees (incl. refugee-like situations),
Australia,Malaysia,Asylum-seekers,741
Australia,Malaysia,Refugees (incl. refugee-like situations),105
Australia,Namibia,Asylum-seekers,*
Australia,Namibia,Refugees (incl. refugee-like situations),
Australia,Niger,Asylum-seekers,
Australia,Niger,Refugees (incl. refugee-like situations),*
Australia,Nigeria,Asylum-seekers,161
Australia,Nigeria,Refugees (incl. refugee-like situations),144
Australia,Nicaragua,Asylum-seekers,*
Australia,Nicaragua,Refugees (incl. refugee-like situations),
Australia,Netherlands,Asylum-seekers,*
Australia,Netherlands,Refugees (incl. refugee-like situations),*
Australia,Norway,Asylum-seekers,*
Australia,Norway,Refugees (incl. refugee-like situations),
Australia,Nepal,Asylum-seekers,493
Australia,Nepal,Refugees (incl. refugee-like situations),205
Australia,New Zealand,Asylum-seekers,15
Australia,New Zealand,Refugees (incl. refugee-like situations),5
Australia,Oman,Asylum-seekers,*
Australia,Oman,Refugees (incl. refugee-like situations),
Australia,Pakistan,Asylum-seekers,1989
Australia,Pakistan,Refugees (incl. refugee-like situations),3024
Australia,Peru,Asylum-seekers,32
Australia,Peru,Refugees (incl. refugee-like situations),*
Australia,Philippines,Asylum-seekers,95
Australia,Philippines,Refugees (incl. refugee-like situations),31
Australia,Papua New Guinea,Asylum-seekers,213
Australia,Papua New Guinea,Refugees (incl. refugee-like situations),285
Australia,Poland,Asylum-seekers,5
Australia,Poland,Refugees (incl. refugee-like situations),*
Australia,Dem. People's Rep. of Korea,Asylum-seekers,8
Australia,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),30
Australia,Portugal,Asylum-seekers,*
Australia,Portugal,Refugees (incl. refugee-like situations),
Australia,Palestinian,Asylum-seekers,87
Australia,Palestinian,Refugees (incl. refugee-like situations),246
Australia,Romania,Asylum-seekers,9
Australia,Romania,Refugees (incl. refugee-like situations),11
Australia,Russian Federation,Asylum-seekers,51
Australia,Russian Federation,Refugees (incl. refugee-like situations),66
Australia,Rwanda,Asylum-seekers,50
Australia,Rwanda,Refugees (incl. refugee-like situations),28
Australia,Saudi Arabia,Asylum-seekers,49
Australia,Saudi Arabia,Refugees (incl. refugee-like situations),61
Australia,Sudan,Asylum-seekers,44
Australia,Sudan,Refugees (incl. refugee-like situations),59
Australia,Senegal,Asylum-seekers,*
Australia,Senegal,Refugees (incl. refugee-like situations),6
Australia,Singapore,Asylum-seekers,7
Australia,Singapore,Refugees (incl. refugee-like situations),
Australia,Solomon Islands,Asylum-seekers,16
Australia,Solomon Islands,Refugees (incl. refugee-like situations),19
Australia,Sierra Leone,Asylum-seekers,16
Australia,Sierra Leone,Refugees (incl. refugee-like situations),37
Australia,El Salvador,Asylum-seekers,5
Australia,El Salvador,Refugees (incl. refugee-like situations),5
Australia,Somalia,Asylum-seekers,55
Australia,Somalia,Refugees (incl. refugee-like situations),73
Australia,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,6
Australia,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),21
Australia,South Sudan,Asylum-seekers,*
Australia,South Sudan,Refugees (incl. refugee-like situations),
Australia,Sweden,Asylum-seekers,*
Australia,Sweden,Refugees (incl. refugee-like situations),*
Australia,Seychelles,Asylum-seekers,*
Australia,Seychelles,Refugees (incl. refugee-like situations),
Australia,Syrian Arab Rep.,Asylum-seekers,174
Australia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),302
Australia,Chad,Asylum-seekers,*
Australia,Chad,Refugees (incl. refugee-like situations),*
Australia,Togo,Asylum-seekers,*
Australia,Togo,Refugees (incl. refugee-like situations),*
Australia,Thailand,Asylum-seekers,38
Australia,Thailand,Refugees (incl. refugee-like situations),15
Australia,Tibetan,Asylum-seekers,*
Australia,Tibetan,Refugees (incl. refugee-like situations),8
Australia,Tajikistan,Asylum-seekers,*
Australia,Tajikistan,Refugees (incl. refugee-like situations),*
Australia,Turkmenistan,Asylum-seekers,
Australia,Turkmenistan,Refugees (incl. refugee-like situations),*
Australia,Timor-Leste,Asylum-seekers,7
Australia,Timor-Leste,Refugees (incl. refugee-like situations),8
Australia,Tonga,Asylum-seekers,82
Australia,Tonga,Refugees (incl. refugee-like situations),19
Australia,Tunisia,Asylum-seekers,7
Australia,Tunisia,Refugees (incl. refugee-like situations),6
Australia,Turkey,Asylum-seekers,226
Australia,Turkey,Refugees (incl. refugee-like situations),390
Australia,Tuvalu,Asylum-seekers,*
Australia,Tuvalu,Refugees (incl. refugee-like situations),
Australia,United Rep. of Tanzania,Asylum-seekers,16
Australia,United Rep. of Tanzania,Refugees (incl. refugee-like situations),10
Australia,Uganda,Asylum-seekers,31
Australia,Uganda,Refugees (incl. refugee-like situations),51
Australia,Ukraine,Asylum-seekers,59
Australia,Ukraine,Refugees (incl. refugee-like situations),22
Australia,Uruguay,Asylum-seekers,*
Australia,Uruguay,Refugees (incl. refugee-like situations),
Australia,United States of America,Asylum-seekers,19
Australia,United States of America,Refugees (incl. refugee-like situations),13
Australia,Uzbekistan,Asylum-seekers,*
Australia,Uzbekistan,Refugees (incl. refugee-like situations),30
Australia,Venezuela (Bolivarian Republic of),Asylum-seekers,11
Australia,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),9
Australia,Viet Nam,Asylum-seekers,338
Australia,Viet Nam,Refugees (incl. refugee-like situations),93
Australia,Vanuatu,Asylum-seekers,
Australia,Vanuatu,Refugees (incl. refugee-like situations),*
Australia,Samoa,Asylum-seekers,7
Australia,Samoa,Refugees (incl. refugee-like situations),*
Australia,Stateless,Asylum-seekers,544
Australia,Stateless,Refugees (incl. refugee-like situations),1710
Australia,Various/Unknown,Asylum-seekers,94
Australia,Various/Unknown,Refugees (incl. refugee-like situations),24
Australia,Yemen,Asylum-seekers,18
Australia,Yemen,Refugees (incl. refugee-like situations),8
Australia,South Africa,Asylum-seekers,33
Australia,South Africa,Refugees (incl. refugee-like situations),35
Australia,Zambia,Asylum-seekers,21
Australia,Zambia,Refugees (incl. refugee-like situations),8
Australia,Zimbabwe,Asylum-seekers,163
Australia,Zimbabwe,Refugees (incl. refugee-like situations),1020
Austria,Afghanistan,Asylum-seekers,*
Austria,Afghanistan,Refugees (incl. refugee-like situations),11906
Austria,Angola,Asylum-seekers,*
Austria,Angola,Refugees (incl. refugee-like situations),157
Austria,Albania,Asylum-seekers,*
Austria,Albania,Refugees (incl. refugee-like situations),125
Austria,Armenia,Asylum-seekers,*
Austria,Armenia,Refugees (incl. refugee-like situations),998
Austria,Austria,Asylum-seekers,
Austria,Austria,Refugees (incl. refugee-like situations),
Austria,Azerbaijan,Asylum-seekers,*
Austria,Azerbaijan,Refugees (incl. refugee-like situations),425
Austria,Burundi,Asylum-seekers,*
Austria,Burundi,Refugees (incl. refugee-like situations),21
Austria,Benin,Asylum-seekers,*
Austria,Benin,Refugees (incl. refugee-like situations),5
Austria,Burkina Faso,Asylum-seekers,*
Austria,Burkina Faso,Refugees (incl. refugee-like situations),11
Austria,Bangladesh,Asylum-seekers,*
Austria,Bangladesh,Refugees (incl. refugee-like situations),126
Austria,Bulgaria,Asylum-seekers,*
Austria,Bulgaria,Refugees (incl. refugee-like situations),5
Austria,Bosnia and Herzegovina,Asylum-seekers,*
Austria,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),210
Austria,Belarus,Asylum-seekers,*
Austria,Belarus,Refugees (incl. refugee-like situations),111
Austria,Bolivia (Plurinational State of),Asylum-seekers,*
Austria,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),10
Austria,Brazil,Asylum-seekers,
Austria,Brazil,Refugees (incl. refugee-like situations),*
Austria,Bhutan,Asylum-seekers,
Austria,Bhutan,Refugees (incl. refugee-like situations),*
Austria,Botswana,Asylum-seekers,*
Austria,Botswana,Refugees (incl. refugee-like situations),
Austria,Canada,Asylum-seekers,
Austria,Canada,Refugees (incl. refugee-like situations),*
Austria,Chile,Asylum-seekers,*
Austria,Chile,Refugees (incl. refugee-like situations),
Austria,China,Asylum-seekers,*
Austria,China,Refugees (incl. refugee-like situations),388
Austria,Côte d'Ivoire,Asylum-seekers,*
Austria,Côte d'Ivoire,Refugees (incl. refugee-like situations),60
Austria,Cameroon,Asylum-seekers,*
Austria,Cameroon,Refugees (incl. refugee-like situations),235
Austria,Dem. Rep. of the Congo,Asylum-seekers,*
Austria,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),448
Austria,Congo,Asylum-seekers,*
Austria,Congo,Refugees (incl. refugee-like situations),122
Austria,Colombia,Asylum-seekers,
Austria,Colombia,Refugees (incl. refugee-like situations),19
Austria,Comoros,Asylum-seekers,*
Austria,Comoros,Refugees (incl. refugee-like situations),
Austria,Cuba,Asylum-seekers,*
Austria,Cuba,Refugees (incl. refugee-like situations),24
Austria,Czech Rep.,Asylum-seekers,*
Austria,Czech Rep.,Refugees (incl. refugee-like situations),*
Austria,Germany,Asylum-seekers,*
Austria,Germany,Refugees (incl. refugee-like situations),
Austria,Dominican Rep.,Asylum-seekers,*
Austria,Dominican Rep.,Refugees (incl. refugee-like situations),
Austria,Algeria,Asylum-seekers,*
Austria,Algeria,Refugees (incl. refugee-like situations),51
Austria,Egypt,Asylum-seekers,*
Austria,Egypt,Refugees (incl. refugee-like situations),96
Austria,Eritrea,Asylum-seekers,*
Austria,Eritrea,Refugees (incl. refugee-like situations),101
Austria,Western Sahara,Asylum-seekers,*
Austria,Western Sahara,Refugees (incl. refugee-like situations),
Austria,Estonia,Asylum-seekers,
Austria,Estonia,Refugees (incl. refugee-like situations),*
Austria,Ethiopia,Asylum-seekers,*
Austria,Ethiopia,Refugees (incl. refugee-like situations),136
Austria,Gabon,Asylum-seekers,*
Austria,Gabon,Refugees (incl. refugee-like situations),
Austria,United Kingdom,Asylum-seekers,*
Austria,United Kingdom,Refugees (incl. refugee-like situations),
Austria,Georgia,Asylum-seekers,*
Austria,Georgia,Refugees (incl. refugee-like situations),788
Austria,Ghana,Asylum-seekers,*
Austria,Ghana,Refugees (incl. refugee-like situations),39
Austria,Guinea,Asylum-seekers,*
Austria,Guinea,Refugees (incl. refugee-like situations),86
Austria,Gambia,Asylum-seekers,*
Austria,Gambia,Refugees (incl. refugee-like situations),101
Austria,Guinea-Bissau,Asylum-seekers,*
Austria,Guinea-Bissau,Refugees (incl. refugee-like situations),*
Austria,Equatorial Guinea,Asylum-seekers,*
Austria,Equatorial Guinea,Refugees (incl. refugee-like situations),*
Austria,Guatemala,Asylum-seekers,*
Austria,Guatemala,Refugees (incl. refugee-like situations),6
Austria,Croatia,Asylum-seekers,
Austria,Croatia,Refugees (incl. refugee-like situations),9
Austria,Haiti,Asylum-seekers,*
Austria,Haiti,Refugees (incl. refugee-like situations),
Austria,Hungary,Asylum-seekers,*
Austria,Hungary,Refugees (incl. refugee-like situations),
Austria,India,Asylum-seekers,*
Austria,India,Refugees (incl. refugee-like situations),53
Austria,Iran (Islamic Rep. of),Asylum-seekers,*
Austria,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),3188
Austria,Iraq,Asylum-seekers,*
Austria,Iraq,Refugees (incl. refugee-like situations),2966
Austria,Israel,Asylum-seekers,*
Austria,Israel,Refugees (incl. refugee-like situations),*
Austria,Jamaica,Asylum-seekers,*
Austria,Jamaica,Refugees (incl. refugee-like situations),
Austria,Jordan,Asylum-seekers,*
Austria,Jordan,Refugees (incl. refugee-like situations),13
Austria,Kazakhstan,Asylum-seekers,*
Austria,Kazakhstan,Refugees (incl. refugee-like situations),49
Austria,Kenya,Asylum-seekers,*
Austria,Kenya,Refugees (incl. refugee-like situations),27
Austria,Kyrgyzstan,Asylum-seekers,*
Austria,Kyrgyzstan,Refugees (incl. refugee-like situations),272
Austria,Cambodia,Asylum-seekers,
Austria,Cambodia,Refugees (incl. refugee-like situations),*
Austria,Rep. of Korea,Asylum-seekers,*
Austria,Rep. of Korea,Refugees (incl. refugee-like situations),*
Austria,Kuwait,Asylum-seekers,*
Austria,Kuwait,Refugees (incl. refugee-like situations),*
Austria,Lao People's Dem. Rep.,Asylum-seekers,
Austria,Lao People's Dem. Rep.,Refugees (incl. refugee-like situations),*
Austria,Lebanon,Asylum-seekers,*
Austria,Lebanon,Refugees (incl. refugee-like situations),50
Austria,Liberia,Asylum-seekers,*
Austria,Liberia,Refugees (incl. refugee-like situations),26
Austria,Libya,Asylum-seekers,*
Austria,Libya,Refugees (incl. refugee-like situations),6
Austria,Sri Lanka,Asylum-seekers,*
Austria,Sri Lanka,Refugees (incl. refugee-like situations),32
Austria,Latvia,Asylum-seekers,
Austria,Latvia,Refugees (incl. refugee-like situations),*
Austria,Morocco,Asylum-seekers,*
Austria,Morocco,Refugees (incl. refugee-like situations),15
Austria,Rep. of Moldova,Asylum-seekers,*
Austria,Rep. of Moldova,Refugees (incl. refugee-like situations),147
Austria,Madagascar,Asylum-seekers,
Austria,Madagascar,Refugees (incl. refugee-like situations),5
Austria,Mexico,Asylum-seekers,
Austria,Mexico,Refugees (incl. refugee-like situations),*
Austria,The former Yugoslav Republic of Macedonia,Asylum-seekers,*
Austria,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),161
Austria,Mali,Asylum-seekers,*
Austria,Mali,Refugees (incl. refugee-like situations),11
Austria,Myanmar,Asylum-seekers,*
Austria,Myanmar,Refugees (incl. refugee-like situations),26
Austria,Montenegro,Asylum-seekers,*
Austria,Montenegro,Refugees (incl. refugee-like situations),13
Austria,Mongolia,Asylum-seekers,*
Austria,Mongolia,Refugees (incl. refugee-like situations),183
Austria,Mauritania,Asylum-seekers,*
Austria,Mauritania,Refugees (incl. refugee-like situations),7
Austria,Mauritius,Asylum-seekers,*
Austria,Mauritius,Refugees (incl. refugee-like situations),*
Austria,Niger,Asylum-seekers,*
Austria,Niger,Refugees (incl. refugee-like situations),*
Austria,Nigeria,Asylum-seekers,*
Austria,Nigeria,Refugees (incl. refugee-like situations),346
Austria,Netherlands,Asylum-seekers,*
Austria,Netherlands,Refugees (incl. refugee-like situations),
Austria,Nepal,Asylum-seekers,*
Austria,Nepal,Refugees (incl. refugee-like situations),41
Austria,Pakistan,Asylum-seekers,*
Austria,Pakistan,Refugees (incl. refugee-like situations),131
Austria,Peru,Asylum-seekers,
Austria,Peru,Refugees (incl. refugee-like situations),*
Austria,Philippines,Asylum-seekers,
Austria,Philippines,Refugees (incl. refugee-like situations),9
Austria,Poland,Asylum-seekers,*
Austria,Poland,Refugees (incl. refugee-like situations),
Austria,Romania,Asylum-seekers,*
Austria,Romania,Refugees (incl. refugee-like situations),36
Austria,Russian Federation,Asylum-seekers,*
Austria,Russian Federation,Refugees (incl. refugee-like situations),19577
Austria,Rwanda,Asylum-seekers,*
Austria,Rwanda,Refugees (incl. refugee-like situations),28
Austria,Sudan,Asylum-seekers,*
Austria,Sudan,Refugees (incl. refugee-like situations),265
Austria,Senegal,Asylum-seekers,*
Austria,Senegal,Refugees (incl. refugee-like situations),7
Austria,Sierra Leone,Asylum-seekers,*
Austria,Sierra Leone,Refugees (incl. refugee-like situations),32
Austria,Somalia,Asylum-seekers,*
Austria,Somalia,Refugees (incl. refugee-like situations),2278
Austria,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,*
Austria,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),3075
Austria,South Sudan,Asylum-seekers,*
Austria,South Sudan,Refugees (incl. refugee-like situations),*
Austria,Slovakia,Asylum-seekers,
Austria,Slovakia,Refugees (incl. refugee-like situations),*
Austria,Syrian Arab Rep.,Asylum-seekers,*
Austria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2748
Austria,Chad,Asylum-seekers,*
Austria,Chad,Refugees (incl. refugee-like situations),*
Austria,Togo,Asylum-seekers,*
Austria,Togo,Refugees (incl. refugee-like situations),26
