Country / territory of asylum/residence,Origin,Population type,Value
Belgium,Uganda,Asylum-seekers,13
Belgium,Ukraine,Asylum-seekers,269
Belgium,United States of America,Asylum-seekers,*
Belgium,Uzbekistan,Asylum-seekers,15
Belgium,Venezuela (Bolivarian Republic of),Asylum-seekers,9
Belgium,Viet Nam,Asylum-seekers,*
Belgium,Stateless,Asylum-seekers,27
Belgium,Various/Unknown,Asylum-seekers,677
Belgium,Yemen,Asylum-seekers,19
Belgium,South Africa,Asylum-seekers,*
Belgium,Zambia,Asylum-seekers,*
Belgium,Zimbabwe,Asylum-seekers,*
Benin,Central African Rep.,Asylum-seekers,58
Benin,Côte d'Ivoire,Asylum-seekers,*
Benin,Dem. Rep. of the Congo,Asylum-seekers,*
Benin,Eritrea,Asylum-seekers,
Benin,Iraq,Asylum-seekers,
Benin,Sri Lanka,Asylum-seekers,*
Benin,Mali,Asylum-seekers,*
Benin,Pakistan,Asylum-seekers,
Benin,Sudan,Asylum-seekers,
Benin,Somalia,Asylum-seekers,
Benin,Chad,Asylum-seekers,*
Burkina Faso,Angola,Asylum-seekers,*
Burkina Faso,Burundi,Asylum-seekers,*
Burkina Faso,Central African Rep.,Asylum-seekers,173
Burkina Faso,Côte d'Ivoire,Asylum-seekers,7
Burkina Faso,Cameroon,Asylum-seekers,*
Burkina Faso,Dem. Rep. of the Congo,Asylum-seekers,*
Burkina Faso,Congo,Asylum-seekers,*
Burkina Faso,Algeria,Asylum-seekers,*
Burkina Faso,Eritrea,Asylum-seekers,*
Burkina Faso,Guinea,Asylum-seekers,*
Burkina Faso,Gambia,Asylum-seekers,*
Burkina Faso,Guinea-Bissau,Asylum-seekers,*
Burkina Faso,Liberia,Asylum-seekers,*
Burkina Faso,Libya,Asylum-seekers,*
Burkina Faso,Sri Lanka,Asylum-seekers,*
Burkina Faso,Mali,Asylum-seekers,*
Burkina Faso,Niger,Asylum-seekers,*
Burkina Faso,Nigeria,Asylum-seekers,*
Burkina Faso,Pakistan,Asylum-seekers,*
Burkina Faso,Rwanda,Asylum-seekers,*
Burkina Faso,Sudan,Asylum-seekers,*
Burkina Faso,Senegal,Asylum-seekers,*
Burkina Faso,Chad,Asylum-seekers,11
Burkina Faso,Togo,Asylum-seekers,5
Burkina Faso,Tibetan,Asylum-seekers,*
Bangladesh,Côte d'Ivoire,Asylum-seekers,*
Bangladesh,Iraq,Asylum-seekers,
Bangladesh,Myanmar,Asylum-seekers,9
Bangladesh,Palestinian,Asylum-seekers,
Bangladesh,Sudan,Asylum-seekers,
Bangladesh,Somalia,Asylum-seekers,*
Bulgaria,Afghanistan,Asylum-seekers,2633
Bulgaria,Albania,Asylum-seekers,*
Bulgaria,United Arab Emirates,Asylum-seekers,
Bulgaria,Armenia,Asylum-seekers,20
Bulgaria,Australia,Asylum-seekers,*
Bulgaria,Azerbaijan,Asylum-seekers,5
Bulgaria,Burundi,Asylum-seekers,
Bulgaria,Benin,Asylum-seekers,*
Bulgaria,Burkina Faso,Asylum-seekers,*
Bulgaria,Bangladesh,Asylum-seekers,9
Bulgaria,Bulgaria,Asylum-seekers,
Bulgaria,Bosnia and Herzegovina,Asylum-seekers,*
Bulgaria,Belarus,Asylum-seekers,
Bulgaria,Central African Rep.,Asylum-seekers,*
Bulgaria,Côte d'Ivoire,Asylum-seekers,54
Bulgaria,Cameroon,Asylum-seekers,34
Bulgaria,Dem. Rep. of the Congo,Asylum-seekers,12
Bulgaria,Congo,Asylum-seekers,11
Bulgaria,Comoros,Asylum-seekers,*
Bulgaria,Cuba,Asylum-seekers,*
Bulgaria,Dominican Rep.,Asylum-seekers,*
Bulgaria,Algeria,Asylum-seekers,100
Bulgaria,Egypt,Asylum-seekers,5
Bulgaria,Eritrea,Asylum-seekers,16
Bulgaria,Western Sahara,Asylum-seekers,*
Bulgaria,Ethiopia,Asylum-seekers,*
Bulgaria,Gabon,Asylum-seekers,*
Bulgaria,Georgia,Asylum-seekers,*
Bulgaria,Ghana,Asylum-seekers,52
Bulgaria,Guinea,Asylum-seekers,5
Bulgaria,Gambia,Asylum-seekers,13
Bulgaria,India,Asylum-seekers,*
Bulgaria,Iran (Islamic Rep. of),Asylum-seekers,126
Bulgaria,Iraq,Asylum-seekers,567
Bulgaria,Israel,Asylum-seekers,*
Bulgaria,Jordan,Asylum-seekers,*
Bulgaria,Kyrgyzstan,Asylum-seekers,*
Bulgaria,Kuwait,Asylum-seekers,*
Bulgaria,Lebanon,Asylum-seekers,16
Bulgaria,Liberia,Asylum-seekers,6
Bulgaria,Libya,Asylum-seekers,*
Bulgaria,Sri Lanka,Asylum-seekers,*
Bulgaria,Morocco,Asylum-seekers,26
Bulgaria,Rep. of Moldova,Asylum-seekers,*
Bulgaria,The former Yugoslav Republic of Macedonia,Asylum-seekers,*
Bulgaria,Mali,Asylum-seekers,68
Bulgaria,Myanmar,Asylum-seekers,9
Bulgaria,Mongolia,Asylum-seekers,*
Bulgaria,Mauritania,Asylum-seekers,*
Bulgaria,Niger,Asylum-seekers,*
Bulgaria,Nigeria,Asylum-seekers,12
Bulgaria,Nepal,Asylum-seekers,*
Bulgaria,Pakistan,Asylum-seekers,161
Bulgaria,Philippines,Asylum-seekers,*
Bulgaria,Palestinian,Asylum-seekers,*
Bulgaria,Russian Federation,Asylum-seekers,5
Bulgaria,Rwanda,Asylum-seekers,19
Bulgaria,Sudan,Asylum-seekers,25
Bulgaria,Senegal,Asylum-seekers,8
Bulgaria,Singapore,Asylum-seekers,*
Bulgaria,Sierra Leone,Asylum-seekers,7
Bulgaria,Somalia,Asylum-seekers,31
Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,*
Bulgaria,South Sudan,Asylum-seekers,*
Bulgaria,Syrian Arab Rep.,Asylum-seekers,2510
Bulgaria,Chad,Asylum-seekers,*
Bulgaria,Togo,Asylum-seekers,*
Bulgaria,Turkmenistan,Asylum-seekers,*
Bulgaria,Tunisia,Asylum-seekers,6
Bulgaria,Turkey,Asylum-seekers,6
Bulgaria,United Rep. of Tanzania,Asylum-seekers,*
Bulgaria,Uganda,Asylum-seekers,*
Bulgaria,Ukraine,Asylum-seekers,36
Bulgaria,Uzbekistan,Asylum-seekers,*
Bulgaria,Viet Nam,Asylum-seekers,*
Bulgaria,Stateless,Asylum-seekers,92
Bulgaria,Yemen,Asylum-seekers,*
Bulgaria,South Africa,Asylum-seekers,*
Bulgaria,Zambia,Asylum-seekers,*
Bulgaria,Zimbabwe,Asylum-seekers,
Bahrain,Egypt,Asylum-seekers,*
Bahrain,Iraq,Asylum-seekers,39
Bahrain,Pakistan,Asylum-seekers,*
Bahrain,Yemen,Asylum-seekers,*
Bahamas,China,Asylum-seekers,*
Bahamas,Cuba,Asylum-seekers,9
Bahamas,Haiti,Asylum-seekers,*
Bahamas,Nigeria,Asylum-seekers,
Bosnia and Herzegovina,Afghanistan,Asylum-seekers,7
Bosnia and Herzegovina,Armenia,Asylum-seekers,*
Bosnia and Herzegovina,Bangladesh,Asylum-seekers,*
Bosnia and Herzegovina,Bosnia and Herzegovina,Asylum-seekers,
Bosnia and Herzegovina,Central African Rep.,Asylum-seekers,*
Bosnia and Herzegovina,Cameroon,Asylum-seekers,*
Bosnia and Herzegovina,Dem. Rep. of the Congo,Asylum-seekers,*
Bosnia and Herzegovina,Algeria,Asylum-seekers,*
Bosnia and Herzegovina,Egypt,Asylum-seekers,*
Bosnia and Herzegovina,Ethiopia,Asylum-seekers,*
Bosnia and Herzegovina,Croatia,Asylum-seekers,
Bosnia and Herzegovina,Iran (Islamic Rep. of),Asylum-seekers,*
Bosnia and Herzegovina,Iraq,Asylum-seekers,*
Bosnia and Herzegovina,Sri Lanka,Asylum-seekers,*
Bosnia and Herzegovina,Morocco,Asylum-seekers,*
Bosnia and Herzegovina,Rep. of Moldova,Asylum-seekers,
Bosnia and Herzegovina,The former Yugoslav Republic of Macedonia,Asylum-seekers,
Bosnia and Herzegovina,Myanmar,Asylum-seekers,
Bosnia and Herzegovina,Montenegro,Asylum-seekers,*
Bosnia and Herzegovina,Pakistan,Asylum-seekers,*
Bosnia and Herzegovina,Palestinian,Asylum-seekers,*
Bosnia and Herzegovina,Saudi Arabia,Asylum-seekers,
Bosnia and Herzegovina,Sudan,Asylum-seekers,*
Bosnia and Herzegovina,Somalia,Asylum-seekers,*
Bosnia and Herzegovina,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,*
Bosnia and Herzegovina,Syrian Arab Rep.,Asylum-seekers,*
Bosnia and Herzegovina,Ukraine,Asylum-seekers,*
Bosnia and Herzegovina,United States of America,Asylum-seekers,*
Belarus,Afghanistan,Asylum-seekers,20
Belarus,Armenia,Asylum-seekers,
Belarus,Azerbaijan,Asylum-seekers,*
Belarus,Bangladesh,Asylum-seekers,*
Belarus,Belarus,Asylum-seekers,
Belarus,Dem. Rep. of the Congo,Asylum-seekers,*
Belarus,Congo,Asylum-seekers,*
Belarus,Algeria,Asylum-seekers,*
Belarus,Egypt,Asylum-seekers,*
Belarus,Ethiopia,Asylum-seekers,
Belarus,Georgia,Asylum-seekers,*
Belarus,Ghana,Asylum-seekers,*
Belarus,Guinea,Asylum-seekers,*
Belarus,Gambia,Asylum-seekers,*
Belarus,Iran (Islamic Rep. of),Asylum-seekers,*
Belarus,Iraq,Asylum-seekers,*
Belarus,Lebanon,Asylum-seekers,*
Belarus,Liberia,Asylum-seekers,
Belarus,Libya,Asylum-seekers,8
Belarus,Sri Lanka,Asylum-seekers,*
Belarus,Lithuania,Asylum-seekers,*
Belarus,Morocco,Asylum-seekers,*
Belarus,Pakistan,Asylum-seekers,*
Belarus,Dem. People's Rep. of Korea,Asylum-seekers,*
Belarus,Palestinian,Asylum-seekers,*
Belarus,Russian Federation,Asylum-seekers,6
Belarus,Rwanda,Asylum-seekers,
Belarus,Somalia,Asylum-seekers,*
Belarus,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,*
Belarus,Syrian Arab Rep.,Asylum-seekers,48
Belarus,Tajikistan,Asylum-seekers,
Belarus,Ukraine,Asylum-seekers,167
Belize,Guatemala,Asylum-seekers,12
Belize,Honduras,Asylum-seekers,*
Belize,Nepal,Asylum-seekers,*
Belize,Russian Federation,Asylum-seekers,*
Belize,El Salvador,Asylum-seekers,102
Bolivia (Plurinational State of),Angola,Asylum-seekers,
Bolivia (Plurinational State of),Argentina,Asylum-seekers,*
Bolivia (Plurinational State of),Brazil,Asylum-seekers,*
Bolivia (Plurinational State of),Chile,Asylum-seekers,*
Bolivia (Plurinational State of),Côte d'Ivoire,Asylum-seekers,
Bolivia (Plurinational State of),Cameroon,Asylum-seekers,
Bolivia (Plurinational State of),Congo,Asylum-seekers,
Bolivia (Plurinational State of),Colombia,Asylum-seekers,*
Bolivia (Plurinational State of),Cuba,Asylum-seekers,
Bolivia (Plurinational State of),Ecuador,Asylum-seekers,*
Bolivia (Plurinational State of),Egypt,Asylum-seekers,*
Bolivia (Plurinational State of),Ethiopia,Asylum-seekers,
Bolivia (Plurinational State of),United Kingdom,Asylum-seekers,*
Bolivia (Plurinational State of),Ghana,Asylum-seekers,*
Bolivia (Plurinational State of),Honduras,Asylum-seekers,
Bolivia (Plurinational State of),Iraq,Asylum-seekers,
Bolivia (Plurinational State of),Israel,Asylum-seekers,
Bolivia (Plurinational State of),Kenya,Asylum-seekers,*
Bolivia (Plurinational State of),Sri Lanka,Asylum-seekers,
Bolivia (Plurinational State of),Mali,Asylum-seekers,*
Bolivia (Plurinational State of),Nigeria,Asylum-seekers,6
Bolivia (Plurinational State of),Pakistan,Asylum-seekers,*
Bolivia (Plurinational State of),Peru,Asylum-seekers,*
Bolivia (Plurinational State of),Portugal,Asylum-seekers,*
Bolivia (Plurinational State of),Russian Federation,Asylum-seekers,
Bolivia (Plurinational State of),Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,
Bolivia (Plurinational State of),Syrian Arab Rep.,Asylum-seekers,*
Bolivia (Plurinational State of),Chad,Asylum-seekers,*
Bolivia (Plurinational State of),Ukraine,Asylum-seekers,*
Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),Asylum-seekers,
Brazil,Afghanistan,Asylum-seekers,18
Brazil,Angola,Asylum-seekers,113
Brazil,Argentina,Asylum-seekers,*
Brazil,Armenia,Asylum-seekers,*
Brazil,Burundi,Asylum-seekers,5
Brazil,Benin,Asylum-seekers,42
Brazil,Burkina Faso,Asylum-seekers,59
Brazil,Bangladesh,Asylum-seekers,1947
Brazil,Bosnia and Herzegovina,Asylum-seekers,
Brazil,Bolivia (Plurinational State of),Asylum-seekers,8
Brazil,Brazil,Asylum-seekers,
Brazil,Bhutan,Asylum-seekers,20
Brazil,Central African Rep.,Asylum-seekers,*
Brazil,Canada,Asylum-seekers,*
Brazil,Chile,Asylum-seekers,
Brazil,China,Asylum-seekers,27
Brazil,Côte d'Ivoire,Asylum-seekers,38
Brazil,Cameroon,Asylum-seekers,59
Brazil,Dem. Rep. of the Congo,Asylum-seekers,448
Brazil,Congo,Asylum-seekers,*
Brazil,Colombia,Asylum-seekers,171
Brazil,Cabo Verde,Asylum-seekers,23
Brazil,Costa Rica,Asylum-seekers,*
Brazil,Cuba,Asylum-seekers,232
Brazil,Czech Rep.,Asylum-seekers,*
Brazil,Germany,Asylum-seekers,*
Brazil,Dominican Rep.,Asylum-seekers,379
Brazil,Algeria,Asylum-seekers,*
Brazil,Ecuador,Asylum-seekers,16
Brazil,Egypt,Asylum-seekers,62
Brazil,Eritrea,Asylum-seekers,10
Brazil,Western Sahara,Asylum-seekers,*
Brazil,Spain,Asylum-seekers,8
Brazil,Ethiopia,Asylum-seekers,5
Brazil,France,Asylum-seekers,*
Brazil,Georgia,Asylum-seekers,*
Brazil,Ghana,Asylum-seekers,1168
Brazil,Guinea,Asylum-seekers,125
Brazil,Gambia,Asylum-seekers,55
Brazil,Guinea-Bissau,Asylum-seekers,416
Brazil,Equatorial Guinea,Asylum-seekers,*
Brazil,Greece,Asylum-seekers,*
Brazil,Guatemala,Asylum-seekers,*
Brazil,Guyana,Asylum-seekers,*
Brazil,Honduras,Asylum-seekers,*
Brazil,Croatia,Asylum-seekers,
Brazil,Haiti,Asylum-seekers,
Brazil,Haiti,Asylum-seekers,
Brazil,Hungary,Asylum-seekers,
Brazil,India,Asylum-seekers,39
Brazil,Iran (Islamic Rep. of),Asylum-seekers,38
Brazil,Iraq,Asylum-seekers,55
Brazil,Israel,Asylum-seekers,*
Brazil,Italy,Asylum-seekers,*
Brazil,Jamaica,Asylum-seekers,*
Brazil,Jordan,Asylum-seekers,12
Brazil,Kenya,Asylum-seekers,20
Brazil,Rep. of Korea,Asylum-seekers,*
Brazil,Kuwait,Asylum-seekers,*
Brazil,Lebanon,Asylum-seekers,481
Brazil,Liberia,Asylum-seekers,5
Brazil,Libya,Asylum-seekers,7
Brazil,Sri Lanka,Asylum-seekers,8
Brazil,Lithuania,Asylum-seekers,*
Brazil,Morocco,Asylum-seekers,21
Brazil,Mexico,Asylum-seekers,*
Brazil,The former Yugoslav Republic of Macedonia,Asylum-seekers,*
Brazil,Mali,Asylum-seekers,122
Brazil,Myanmar,Asylum-seekers,*
Brazil,Mozambique,Asylum-seekers,13
Brazil,Mauritania,Asylum-seekers,*
Brazil,Malaysia,Asylum-seekers,*
Brazil,Namibia,Asylum-seekers,5
Brazil,Nigeria,Asylum-seekers,1232
Brazil,Nicaragua,Asylum-seekers,*
Brazil,Nepal,Asylum-seekers,45
Brazil,Pakistan,Asylum-seekers,463
Brazil,Panama,Asylum-seekers,*
Brazil,Peru,Asylum-seekers,17
Brazil,Philippines,Asylum-seekers,*
Brazil,Poland,Asylum-seekers,
Brazil,Portugal,Asylum-seekers,*
Brazil,Paraguay,Asylum-seekers,*
Brazil,Palestinian,Asylum-seekers,95
Brazil,Romania,Asylum-seekers,*
Brazil,Russian Federation,Asylum-seekers,6
Brazil,Rwanda,Asylum-seekers,*
Brazil,Sudan,Asylum-seekers,33
Brazil,Senegal,Asylum-seekers,2247
Brazil,Sierra Leone,Asylum-seekers,84
Brazil,El Salvador,Asylum-seekers,7
Brazil,Somalia,Asylum-seekers,205
Brazil,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,
Brazil,Sao Tome and Principe,Asylum-seekers,*
Brazil,Slovenia,Asylum-seekers,
Brazil,Sweden,Asylum-seekers,*
Brazil,Swaziland,Asylum-seekers,*
Brazil,Syrian Arab Rep.,Asylum-seekers,76
Brazil,Chad,Asylum-seekers,
Brazil,Togo,Asylum-seekers,51
Brazil,Tibetan,Asylum-seekers,*
Brazil,Tunisia,Asylum-seekers,12
Brazil,Turkey,Asylum-seekers,14
Brazil,United Rep. of Tanzania,Asylum-seekers,22
Brazil,Uganda,Asylum-seekers,*
Brazil,Ukraine,Asylum-seekers,18
Brazil,Uruguay,Asylum-seekers,*
Brazil,United States of America,Asylum-seekers,*
Brazil,Venezuela (Bolivarian Republic of),Asylum-seekers,130
Brazil,Viet Nam,Asylum-seekers,
Brazil,Stateless,Asylum-seekers,*
Brazil,Yemen,Asylum-seekers,*
Brazil,South Africa,Asylum-seekers,93
Brazil,Zambia,Asylum-seekers,*
Brazil,Zimbabwe,Asylum-seekers,
Barbados,Syrian Arab Rep.,Asylum-seekers,
Brunei Darussalam,Brunei Darussalam,Asylum-seekers,
Botswana,Burundi,Asylum-seekers,12
Botswana,Cameroon,Asylum-seekers,
Botswana,Dem. Rep. of the Congo,Asylum-seekers,91
Botswana,Algeria,Asylum-seekers,
Botswana,Ethiopia,Asylum-seekers,*
Botswana,Kenya,Asylum-seekers,*
Botswana,Namibia,Asylum-seekers,7
Botswana,Rwanda,Asylum-seekers,*
Botswana,Sudan,Asylum-seekers,
Botswana,Sierra Leone,Asylum-seekers,
Botswana,Somalia,Asylum-seekers,42
Botswana,South Sudan,Asylum-seekers,
Botswana,Uganda,Asylum-seekers,*
Botswana,Zimbabwe,Asylum-seekers,43
Central African Rep.,Angola,Asylum-seekers,
Central African Rep.,Burundi,Asylum-seekers,
Central African Rep.,Burkina Faso,Asylum-seekers,
Central African Rep.,Central African Rep.,Asylum-seekers,
Central African Rep.,Côte d'Ivoire,Asylum-seekers,*
Central African Rep.,Cameroon,Asylum-seekers,*
Central African Rep.,Dem. Rep. of the Congo,Asylum-seekers,334
Central African Rep.,Congo,Asylum-seekers,*
Central African Rep.,Liberia,Asylum-seekers,
Central African Rep.,Rwanda,Asylum-seekers,17
Central African Rep.,Sudan,Asylum-seekers,*
Central African Rep.,Syrian Arab Rep.,Asylum-seekers,8
Central African Rep.,Chad,Asylum-seekers,38
Central African Rep.,Togo,Asylum-seekers,6
Central African Rep.,United Rep. of Tanzania,Asylum-seekers,
Central African Rep.,Uganda,Asylum-seekers,
Canada,Aruba,Asylum-seekers,*
Canada,Afghanistan,Asylum-seekers,190
Canada,Angola,Asylum-seekers,13
Canada,Albania,Asylum-seekers,80
Canada,United Arab Emirates,Asylum-seekers,*
Canada,Argentina,Asylum-seekers,*
Canada,Armenia,Asylum-seekers,*
Canada,Antigua and Barbuda,Asylum-seekers,6
Canada,Australia,Asylum-seekers,*
Canada,Austria,Asylum-seekers,*
Canada,Azerbaijan,Asylum-seekers,*
Canada,Burundi,Asylum-seekers,49
Canada,Belgium,Asylum-seekers,*
Canada,Benin,Asylum-seekers,11
Canada,Burkina Faso,Asylum-seekers,6
Canada,Bangladesh,Asylum-seekers,164
Canada,Bulgaria,Asylum-seekers,8
Canada,Bahrain,Asylum-seekers,*
Canada,Bahamas,Asylum-seekers,13
Canada,Bosnia and Herzegovina,Asylum-seekers,7
Canada,Belarus,Asylum-seekers,*
Canada,Belize,Asylum-seekers,*
Canada,Bermuda,Asylum-seekers,*
Canada,Bolivia (Plurinational State of),Asylum-seekers,*
Canada,Brazil,Asylum-seekers,7
Canada,Barbados,Asylum-seekers,9
Canada,Bhutan,Asylum-seekers,
Canada,Botswana,Asylum-seekers,*
Canada,Central African Rep.,Asylum-seekers,9
Canada,Switzerland,Asylum-seekers,*
Canada,Chile,Asylum-seekers,*
Canada,China,Asylum-seekers,680
Canada,Côte d'Ivoire,Asylum-seekers,16
Canada,Cameroon,Asylum-seekers,82
Canada,Dem. Rep. of the Congo,Asylum-seekers,180
Canada,Congo,Asylum-seekers,20
Canada,Colombia,Asylum-seekers,274
Canada,Comoros,Asylum-seekers,*
Canada,Costa Rica,Asylum-seekers,*
Canada,Cuba,Asylum-seekers,82
Canada,Cyprus,Asylum-seekers,*
Canada,Czech Rep.,Asylum-seekers,59
Canada,Germany,Asylum-seekers,*
Canada,Djibouti,Asylum-seekers,29
Canada,Dominica,Asylum-seekers,*
Canada,Denmark,Asylum-seekers,
Canada,Dominican Rep.,Asylum-seekers,17
Canada,Algeria,Asylum-seekers,53
Canada,Ecuador,Asylum-seekers,13
Canada,Egypt,Asylum-seekers,97
Canada,Eritrea,Asylum-seekers,116
Canada,Spain,Asylum-seekers,6
Canada,Estonia,Asylum-seekers,
Canada,Ethiopia,Asylum-seekers,108
Canada,Finland,Asylum-seekers,*
Canada,Fiji,Asylum-seekers,*
Canada,France,Asylum-seekers,*
Canada,Gabon,Asylum-seekers,*
Canada,United Kingdom,Asylum-seekers,*
Canada,Georgia,Asylum-seekers,51
Canada,Ghana,Asylum-seekers,50
Canada,Guinea,Asylum-seekers,32
Canada,Guadeloupe,Asylum-seekers,*
Canada,Gambia,Asylum-seekers,15
Canada,Guinea-Bissau,Asylum-seekers,*
Canada,Equatorial Guinea,Asylum-seekers,*
Canada,Greece,Asylum-seekers,*
Canada,Grenada,Asylum-seekers,5
Canada,Guatemala,Asylum-seekers,34
Canada,Guyana,Asylum-seekers,*
Canada,"China, Macao SAR",Asylum-seekers,*
Canada,Honduras,Asylum-seekers,74
Canada,Croatia,Asylum-seekers,39
Canada,Haiti,Asylum-seekers,205
Canada,Hungary,Asylum-seekers,247
Canada,Indonesia,Asylum-seekers,*
Canada,India,Asylum-seekers,187
Canada,Ireland,Asylum-seekers,6
Canada,Iran (Islamic Rep. of),Asylum-seekers,86
Canada,Iraq,Asylum-seekers,294
Canada,Iceland,Asylum-seekers,*
Canada,Israel,Asylum-seekers,18
Canada,Italy,Asylum-seekers,22
Canada,Jamaica,Asylum-seekers,78
Canada,Jordan,Asylum-seekers,36
Canada,Japan,Asylum-seekers,*
Canada,Kazakhstan,Asylum-seekers,*
Canada,Kenya,Asylum-seekers,21
Canada,Kyrgyzstan,Asylum-seekers,9
Canada,Cambodia,Asylum-seekers,8
Canada,Kiribati,Asylum-seekers,
Canada,Saint Kitts and Nevis,Asylum-seekers,7
Canada,Rep. of Korea,Asylum-seekers,*
Canada,Kuwait,Asylum-seekers,*
Canada,Lao People's Dem. Rep.,Asylum-seekers,*
Canada,Lebanon,Asylum-seekers,66
Canada,Liberia,Asylum-seekers,6
Canada,Libya,Asylum-seekers,90
Canada,Saint Lucia,Asylum-seekers,16
Canada,Sri Lanka,Asylum-seekers,126
Canada,Lesotho,Asylum-seekers,
Canada,Lithuania,Asylum-seekers,*
Canada,Luxembourg,Asylum-seekers,*
Canada,Latvia,Asylum-seekers,*
Canada,Morocco,Asylum-seekers,18
Canada,Rep. of Moldova,Asylum-seekers,*
Canada,Madagascar,Asylum-seekers,*
Canada,Maldives,Asylum-seekers,
Canada,Mexico,Asylum-seekers,16
Canada,The former Yugoslav Republic of Macedonia,Asylum-seekers,*
Canada,Mali,Asylum-seekers,30
Canada,Malta,Asylum-seekers,*
Canada,Myanmar,Asylum-seekers,*
Canada,Montenegro,Asylum-seekers,*
Canada,Mongolia,Asylum-seekers,14
Canada,Mozambique,Asylum-seekers,
Canada,Mauritania,Asylum-seekers,11
Canada,Mauritius,Asylum-seekers,*
Canada,Malawi,Asylum-seekers,*
Canada,Malaysia,Asylum-seekers,*
Canada,Namibia,Asylum-seekers,*
Canada,Niger,Asylum-seekers,*
Canada,Nigeria,Asylum-seekers,362
Canada,Nicaragua,Asylum-seekers,*
Canada,Netherlands,Asylum-seekers,6
Canada,Norway,Asylum-seekers,*
Canada,Nepal,Asylum-seekers,20
Canada,New Zealand,Asylum-seekers,
Canada,Oman,Asylum-seekers,*
Canada,Pakistan,Asylum-seekers,330
Canada,Panama,Asylum-seekers,6
Canada,Peru,Asylum-seekers,6
Canada,Philippines,Asylum-seekers,10
Canada,Poland,Asylum-seekers,10
Canada,Dem. People's Rep. of Korea,Asylum-seekers,*
Canada,Portugal,Asylum-seekers,*
Canada,Paraguay,Asylum-seekers,*
Canada,Palestinian,Asylum-seekers,42
Canada,Qatar,Asylum-seekers,*
Canada,Réunion,Asylum-seekers,*
Canada,Romania,Asylum-seekers,12
Canada,Russian Federation,Asylum-seekers,40
Canada,Rwanda,Asylum-seekers,30
Canada,Saudi Arabia,Asylum-seekers,10
Canada,Sudan,Asylum-seekers,46
Canada,Senegal,Asylum-seekers,27
Canada,Singapore,Asylum-seekers,*
Canada,Solomon Islands,Asylum-seekers,*
Canada,Sierra Leone,Asylum-seekers,*
Canada,El Salvador,Asylum-seekers,64
Canada,San Marino,Asylum-seekers,
Canada,Somalia,Asylum-seekers,204
Canada,Saint-Pierre-et-Miquelon,Asylum-seekers,*
Canada,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,41
Canada,South Sudan,Asylum-seekers,*
Canada,Suriname,Asylum-seekers,
Canada,Slovakia,Asylum-seekers,296
Canada,Slovenia,Asylum-seekers,*
Canada,Sweden,Asylum-seekers,*
Canada,Swaziland,Asylum-seekers,*
Canada,Seychelles,Asylum-seekers,
Canada,Syrian Arab Rep.,Asylum-seekers,184
Canada,Turks and Caicos Islands,Asylum-seekers,*
Canada,Chad,Asylum-seekers,43
Canada,Togo,Asylum-seekers,12
Canada,Thailand,Asylum-seekers,*
Canada,Tibetan,Asylum-seekers,
Canada,Tajikistan,Asylum-seekers,*
Canada,Turkmenistan,Asylum-seekers,*
Canada,Trinidad and Tobago,Asylum-seekers,17
Canada,Tunisia,Asylum-seekers,28
Canada,Turkey,Asylum-seekers,111
Canada,United Rep. of Tanzania,Asylum-seekers,7
Canada,Uganda,Asylum-seekers,27
Canada,Ukraine,Asylum-seekers,158
Canada,Uruguay,Asylum-seekers,*
Canada,United States of America,Asylum-seekers,60
Canada,Uzbekistan,Asylum-seekers,10
Canada,Saint Vincent and the Grenadines,Asylum-seekers,33
Canada,Venezuela (Bolivarian Republic of),Asylum-seekers,92
